Isolate	AMIKACIN	AMOXICILLIN	CAPREOMYCIN	CIPROFLOXACIN	CYCLOSERINE	ETHAMBUTOL	ETHIONAMIDE	ISONIAZID	KANAMYCIN	MOXIFLOXACIN	OFLOXACIN	PARA_AMINOSALICYLIC_ACID	PROTHIONAMIDE	PYRAZINAMIDE	RIFAMPICIN	STREPTOMYCIN
SAMN03648965	S	S	S			S		S	S	S				S	S	S
SAMN03648966	S	S	S			S		S	S	S				S	S	S
SAMN03648967	S	S	S			S		S	R	S				S	S	S
SAMN03648968	S	S	S			S		S	S	S				S	S	S
SAMN03648969	S	S	S			S		S	S	S				S	S	S
SAMN03648971	S	S	S			S		S	S	S				S	S	S
SAMN03648972	S	S	S			S		S	S	S				S	S	S
SAMN03648973	S	S	S			S		S	S	S				S	S	S
SAMN03648974	S	S	S			S		S	S	S				S	S	S
SAMN03648975	S	S	S			S		S	S	S				S	S	S
SAMN03648976	S	S	S			S		S	S	S				S	S	S
SAMN03648977	S	S	S			S		S	S	S				S	S	S
SAMN03648978	S	R	S			S		R	S	R				R	R	R
SAMN03648979	S	S	S			R		S	S	S				S	S	S
SAMN03648980	S	S	S			S		S	S	S				R	S	S
SAMN03648981	S	S	S			S		S	S	S				S	S	S
SAMN03648982	S	S	S			S		S	S	S				S	S	S
SAMN03648983	S	S	S			S		S	S	S				S	S	S
SAMN03648984	S	S	S			S		S	S	S				S	S	S
SAMN03648985	S	S	S			S		S	S	S				S	S	S
SAMN03648986	S	S	S			S		S	S	S				S	S	S
SAMN03648987	S	S	S			S		S	S	S				S	S	S
SAMN03648988	S	S	S			S		R	S	S				S	S	S
SAMN03648989	S	S	S			S		S	S	S				S	S	S
SAMN03648990	S	S	S			S		R	S	S				S	S	S
SAMN03648991	S	S	S			S		S	S	S				S	S	S
SAMN03648992	S	S	S			S		S	S	S				S	S	S
SAMN03648993	S	S	S			S		S	S	S				S	S	S
SAMN03648994	S	S	S			S		S	S	S				S	S	S
SAMN03648995	S	S	S			S		S	S	S				S	S	S
SAMN03648996	S	S	S			S		S	S	S				S	S	S
SAMN03648997	S	S	S			S		S	S	S				S	S	S
SAMN03648998	S	S	R			S		S	S	S				S	S	S
SAMN03648999	S	S	S			S		S	S	S				S	S	S
SAMN03649000	S	S	S			S		R	S	S				S	R	R
SAMN03649001	S	S	S			S		S	S	S				S	R	S
SAMN03649002	S	S	S			S		S	S	S				S	S	S
SAMN03649003	S	S	S			S		S	S	S				S	S	S
SAMN03649004	S	S	S			R		R	R	S				R	R	R
SAMN03649005	S	S	S			S		S	S	S				S	S	S
SAMN03649006	S	S	S			S		S	S	S				S	S	S
SAMN03649007	S	S	S			S		S	S	S				S	S	S
SAMN03649008	S	S	S			S		R	S	S					R	R
SAMN03649009	S	S	S			S		S	S	S				S	S	S
SAMN03649010	S	S	S			S		R	S	S				R	R	R
SAMN03649011	S	S	S			S		S	S	S				S	S	S
SAMN03649012	S	S	S			S		S	S	S				S	S	S
SAMN03649013	S	S	S			S		S	S	S				S	S	S
SAMN03649014	S	S	S			S		S	S	S				S	S	S
SAMN03649015	S	S	S			S		S	S	S				S	S	S
SAMN03649016	S	S	S			S		S	S	S				S	S	S
SAMN03649017	S	S	S			S		S	S	S				S	S	S
SAMN03649018	S	S	S			S		R	S	S				S	S	S
SAMN03649019	S	S	S			S		S	S	S				S	S	S
SAMN03649022	S	S	S			S		R	S	S				S	R	S
SAMN03649023	S	S	S			S		S	S	S				S	S	S
SAMN03649024	S	S	S			S		S	S	S				S	S	S
SAMN03649025	S	S	S			S		S	S	S				S	S	S
SAMN03649026	S	S	S			S		S	S	S				S	S	S
SAMN03649027	S	S	S			S		S	S	S				S	S	S
SAMN03649028	S	S	S			S		S	S	S				S	S	R
SAMN03649029	S	S	S			S		S	S	S				S	S	S
SAMN03649030	S	S	S			S		S	S	S				S	S	S
SAMN03649031	S	S	S			S		S	S	S				S	S	S
SAMN03649032	S	S	S			S		S	S	S				S	S	S
SAMN03649034	S	S	S			S		S	S	S				S	S	S
SAMN03649035	S	S	S			S		S	S	S				S	S	S
SAMN03649036	S	S	S			S		S	S	S				S	S	S
SAMN03649037	S	S	S			S		S	S	S				S	S	S
SAMN03649038	S	S	S			S		S	S	S				S	S	S
SAMN03649039	S	S	S			S		S	S	S				S	S	S
SAMN03649040	S	S	S			S		S	S	S				S	S	S
SAMN03649041	S	S	S			S		S	S	S				S	S	S
SAMN03649042	S	S	S			S		S	S	S				S	S	S
SAMN03649043	S	S	S			S		S	S	S				S	S	S
SAMN03649044	S	S	S			S		S	S	S				S	S	S
SAMN03649045	S	S	S			S		R	S	S				S	S	S
SAMN03649046	S	S	S			S		S	S	S				S	S	S
SAMN03649047	S	S	S			S		S	S	S				S	S	S
SAMN03649048	S	S	S			S		S	S	S				S	S	S
SAMN03649051	S	S	S			S		S	S	S				S	S	S
SAMN03649052	S	S	S			S		S	S	S				S	S	S
SAMN03649053	S	S	S			R		R	S	S				R	R	S
SAMN03649054	S	S	S			S		S	S	S				S	S	S
SAMN03649055	S	S	S			S		S	S	S				S	S	S
SAMN03649056	S	S	S			S		S	S	S				S	S	S
SAMN03649057	S	S	S			S		S	S	S				S	S	S
SAMN03649058	S	S	S			S		S	S	S				S	S	S
SAMN03649059	S	S	S			S		S	S	S				S	S	S
SAMN03649060	S	S	S			S		S	S	S				R	S	S
SAMN03649061	S	S	S			S		S	S	S				S	S	S
SAMN03649062	S	S	S			S		S	S	S				S	S	S
SAMN03649065						S		S						S	S	S
SAMN03649066						S		S							S	S
SAMN03649067						S		S						S	S	
SAMN03649068						S		S						S	S	
SAMN03649069						S		S						S	S	
SAMN03649070						S		S						S	S	S
SAMN03649071						S		S						S	S	S
SAMN03649072						S		S						S	S	
SAMN03649073						S		S						S	S	
SAMN03649075	S	S	S			S		S	S	S				S	S	S
SAMN03653200						S		R							R	
SAMN03653201						R		R							R	
SAMN03653202						S		R							R	
SAMN03653203						S		R							R	
SAMN03653204						S		R							R	
SAMN03653205						R		R							R	
SAMN03653206						R		R							R	
SAMN03653207						S		R							R	
SAMN03653208						R		R							R	
SAMN03653209						S		R							R	
SAMN03653210						R		R							R	
SAMN03653211						S		R							R	
SAMN03653212						R		R							R	
SAMN03653213						S		R							R	
SAMN03653214						R		R							R	
SAMN03653215						R		R							R	
SAMN03653216						S		R						S	R	
SAMN03653217						R		R							R	
SAMN03653218						R		R							R	
SAMN03653219						R		R							R	
SAMN03653220						R		R							R	
SAMN03653221						R		R							R	
SAMN03653222						R		R							R	
SAMN03653223						R		R							R	
SAMN03653224						S		R							R	
SAMN03653225						S		R							R	
SAMN03653226						R		R							R	
SAMN03653227						R		R							R	
SAMN03653229						R		R							R	
SAMN03653230						S		R							R	
SAMN03653231						S		R							R	
SAMN03653232						R		R							R	
SAMN03653233						S		R							R	
SAMN03653234						S		R							R	
SAMN03653235						R		R							R	
SAMN03653236						R		R							R	
SAMN03653237						S		R							R	
SAMN03653238						S		R							R	
SAMN03653239						R		R							R	
SAMN03653241						S		R							R	
SAMN03653242						R		R							R	
SAMN03653243						R		R							R	
SAMN03653244						S		R							R	
SAMN03653245						R		R							R	
SAMN03653246						R		R							R	
SAMN03653247						S		R							R	
SAMN03653248						S		R							R	
SAMN03653249						S		R							R	
SAMN03653250						R		R							R	
SAMN03653251						R		R						R	R	
SAMN03653252						R		R							R	
SAMN03653253						S		R							R	
SAMN03653254						R		R							R	
SAMN03653255						R		R							R	
SAMN03653257						R		R							R	
SAMN03653258						R		R							R	
SAMN03653259						R		R							R	
SAMN03653260						R		R							R	
SAMN03653261						R		R							R	
SAMN03653262						S		R							R	
SAMN03653263						R		R							R	
SAMN03653264						R		R							R	
SAMN03653265						R		R							R	
SAMN03653266						R		R							R	
SAMN03653267								R						R	R	
SAMN03653268						R		R							R	
SAMN03653269						R		R							R	
SAMN03653271						R		R							R	
SAMN03653272						S		R							R	
SAMN03653273						S		R							R	
SAMN03653274						S		R							R	
SAMN03653275						S		R							R	
SAMN03653276						S		R							R	
SAMN03653277						S		R							R	
SAMN03653278						R		R							R	
SAMN03653279						S		R							R	
SAMN03653280						S		R							R	
SAMN03653281														S		
SAMN03653282						R		R							R	
SAMN03653283						R		R							R	
SAMN03653284						R		R							R	
SAMN03653285						S		R							R	
SAMN03653286						S		R							R	
SAMN03653287						S		R							R	
SAMN03653288						R		R							R	
SAMN03653289						S		R							R	
SAMN03653290						R		R							R	
SAMN03653291						R		R							R	
SAMN03653292						R		R							R	
SAMN03653293						R		R							R	
SAMN03653294						S		R							R	
SAMN03653295						S		R							R	
SAMN03653296						R		R							R	
SAMN03653297						S		R							R	
SAMN03653299						R		R							R	
SAMN03653300						R		R							R	
SAMN03653301						S		R							R	
SAMN03653302						S		R							R	
SAMN03653304						R		R							R	
SAMN03653305						R		R							R	
SAMN03653306						R		R							R	
SAMN03653307						R		R							R	
SAMN03653308						R		R							R	
SAMN03653309						S		R							R	
SAMN03653310						R		R							R	
SAMN03653311						R		R							R	
SAMN03653312						S		R							R	
SAMN03653313						R		R							R	
SAMN03653314						R		R						S	R	
SAMN03653315						S		R							R	
SAMN03653316						R		R							R	
SAMN03653317						R		R							R	
SAMN03653319						R		R							R	
SAMN03653320						R		R							R	
SAMN03653321						R		R							R	
SAMN04038422						S		R						R	S	
SAMN04044448						S		R						R	R	
SAMN05276305						S		S						S	S	
SAMN05276309						S		S						S	S	
SAMN05276311						R		R						S	R	
SAMN05276312						R		R						R	S	
SAMN05276318						S		S						S	S	
SAMN05276332						S		S						S	S	
SAMN05276333						S		S						S	S	
SAMN05276336						S		S						S	S	
SAMN05276338						S		S						S	S	
SAMN05276344						S		S						S	S	
SAMN05276346						S		S						S	S	
SAMN05276349						S		S						S	S	
SAMN05276355						S		S						S	S	
SAMN05276356						R		R						S	R	
SAMN05276366						S		S						S	S	
SAMN05276367						S		S						S	S	
SAMN05276370						S		S						S	S	
SAMN05276378						S		R						S	R	
SAMN05276379						S		S						S	S	
SAMN05276382						R		R						S	R	
SAMN05276389						S		S						S	S	
SAMN05276399						S		S						S	S	
SAMN05276400						S		S						S	S	
SAMN05276409						S		S						S	S	
SAMN05276411						S		S						S	S	
SAMN05276412						S		S						S	S	
SAMN05276426						S		S						S	S	
SAMN05276430						S		S						S	S	
SAMN05276431						S		S						S	S	
SAMN05276438						S		S						S	S	
SAMN05276441						S		S						S	S	
SAMN05276450						S		S						S	S	
SAMN05276460						S		S						S	S	
SAMN05276469						S		S						S	S	
SAMN05276471						S		S						S	S	
SAMN05276482						S		S						S	S	
SAMN05276489						S		S						S	S	
SAMN05276493						R		R						S	R	
SAMN05276500						S		S						S	S	
SAMN05276501						S		S						S	S	
SAMN05276502						S		S						S	S	
SAMN05276503						S		S						S	S	
SAMN05276505						S		S						S	S	
SAMN05276508						S		S						S	S	
SAMN05276513						S		S						S	S	
SAMN05276536						S		S						S	S	
SAMN05276542						S		S						S	S	
SAMN05276547						S		S						S	S	
SAMN05276548						S		S						S	S	
SAMN05276556						S		S						S	S	
SAMN05276558						S		S						S	S	
SAMN05276559						S		S						S	S	
SAMN07236248						R		R							R	
SAMN07236249						R		R							R	
SAMN07236250						S		R							R	
SAMN07236251						R		R							R	
SAMN07236252						R		R							R	
SAMN07236254						S		R							R	
SAMN07236255						R		R							R	
SAMN07236257						R		R							R	
SAMN07236258						R		R							R	
SAMN07236259						R		R							R	
SAMN07236260						R		R							R	
SAMN07236261						R		R							R	
SAMN07236262						R		R							R	
SAMN07236263						R		R							R	
SAMN07236264						R		R							R	
SAMN07236265						R		R							R	
SAMN07236266						R		R							R	
SAMN07236267						R		R							R	
SAMN07236268						S		R							R	
SAMN07236270						R		R							R	
SAMN07236271						R		R							R	
SAMN07236272						R		R							R	
SAMN07236273						R		R							R	
SAMN07236274						R		R							R	
SAMN07236275						R		R							R	
SAMN07236276						R		R							R	
SAMN07236277						R		R							R	
SAMN07236278						R		R							R	
SAMN07236279						R		R							R	
SAMN07236281						R		R							R	
SAMN07236282						R		R							R	
SAMN07236283						R		R							R	
SAMN07236284						R		R							R	
SAMN07236285						R		R							R	
SAMN07236286								R							R	
SAMN07236287								R							R	
SAMN07236288								R							R	
SAMN07236290						R		R							R	
SAMN07236291						R		R							R	
SAMN07236292								R							R	
SAMN07236293								R							R	
SAMN07236294								R							R	
SAMN07236295								R							R	
SAMN07236296						R		R							R	
SAMN07236297						S		R							R	
SAMN07236298								S							R	
SAMN07236299								R							R	
SAMN07236302						R		R							R	
SAMN07236303						R		R							R	
SAMN07236304						S		S							R	
SAMN07236305						S		R							R	
SAMN07236306						R		R							R	
SAMN07236307						S		S							R	
SAMN07236309						S		R							R	
SAMN07236310						S		S							S	
SAMN07236311						R		R							R	
SAMN07236312						R		R							R	
SAMN07236313						R		R							R	
SAMN07236314						R		R							R	
SAMN07236315						S		R							R	
SAMN07236317						S		R							R	
SAMN07236318						R		R							R	
SAMN07236319						R		R							R	
SAMN07236320						S		R							R	
SAMN07236321						R		R							R	
SAMN07236322						R		R							R	
SAMN07236323						R		R							R	
SAMN07236324						R		R							R	
SAMN07236325						R		R							R	
SAMN07236328						R		R							R	
SAMN07236329								R							R	
SAMN07236330						R		R							R	
SAMN07236331						R		R							R	
SAMN07236334						R		R							R	
SAMN07236335						R		R							R	
SAMN07236336						S		R							R	
SAMN07236337						R		R							R	
SAMN07236338						S		R							R	
SAMN07236339						S		R							R	
SAMN07236340						S		R							R	
SAMN07236341						R		R							R	
SAMN07236342						S		R							R	
SAMN07236343						S		R							R	
SAMN07236345						S		R							R	
SAMN07236346						S		R							R	
SAMN07236347						S		R							R	
SAMN07236348						S		R							R	
SAMN07236349						S		R							R	
SAMN07236350						R		R							R	
SAMN07236351						R		R							R	
SAMN07236352						R		R							R	
SAMN07236354						R		R							R	
SAMN07236355						R		R							R	
SAMN07236356						S		R							R	
SAMN07236357						R		R							R	
SAMN07236358						S		R							R	
SAMN07236359						S		R							R	
SAMN07236360						S		R							R	
SAMN07236361						R		R							R	
SAMN07236362						R		R							R	
SAMN07236365						R		R							R	
SAMN07236366						R		R							R	
SAMN07236367						R		R							R	
SAMN07236368						R		R							R	
SAMN07236369						R		R							R	
SAMN07236370						R		R							R	
SAMN07236371						R		R							R	
SAMN07236372								R							R	
SAMN07236373								R							R	
SAMN07236374								R							R	
SAMN07236376						R		R							R	
SAMN07236377								R							R	
SAMN07236378								R							R	
SAMN07236379								R							R	
SAMN07236380								R							R	
SAMN07236381								R							R	
SAMN07236382								R							R	
SAMN07236383								R							R	
SAMN07236384						S		R							R	
SAMN07236385						R		R							R	
SAMN07236386								R							R	
SAMN07236387						R		R							R	
SAMN07236388						R		R							R	
SAMN07236389						R		R							R	
SAMN07236390						R		R							R	
SAMN07236391						S		R							R	
SAMN07236392						S		R							R	
SAMN07236393						R		R							R	
SAMN07236394						S		R							R	
SAMN07236395						S		R							R	
SAMN07236396						R		R							R	
SAMN07236397						R		R							R	
SAMN07236398						R		R							R	
SAMN07236399						R		R							R	
SAMN07236400								R							R	
SAMN07236401								R							R	
SAMN07236402								R							R	
SAMN07236404								R							R	
SAMN07236405								R							R	
SAMN07236406						S		R							R	
SAMN07236407						S		R							R	
SAMN07236408						S		R							R	
SAMN07236409						R		R							R	
SAMN07236410						S		R							R	
SAMN07236411						R		R							R	
SAMN07236412						R		R							R	
SAMN07236413						R		R							R	
SAMN07236415						R		R							R	
SAMN07236417						R		R							R	
SAMN07236418						S		R							R	
SAMN07236419						R		R							R	
SAMN07236420						S		R							R	
SAMN07236421						S		R							R	
SAMN07236423						S		S							S	
SAMN07236424						S		S							S	
SAMN07236425						S		S							S	
SAMN07236426						S		S							S	
SAMN07236427						S		S							S	
SAMN07236428						S		S							S	
SAMN07236429						S		S							S	
SAMN07236430						S		S							S	
SAMN07236431						S		S							S	
SAMN07236432						S		S							S	
SAMN07236433						S		S							S	
SAMN07236434						S		S							S	
SAMN07236435						S		S							S	
SAMN07236436						S		S							S	
SAMN07236438						S		S							S	
SAMN07236439						S		S							S	
SAMN07236440						S		R							S	
SAMN07236441						S		S							S	
SAMN07236443						S		S							S	
SAMN07236444						S		R							R	
SAMN07236445						S		S							S	
SAMN07236446						S		S							S	
SAMN07236447						S		S							S	
SAMN07236448						S		S							S	
SAMN07236449						S		R							S	
SAMN07236451						S		S							S	
SAMN07236452						S		S							S	
SAMN07236453						S		S							S	
SAMN07236455						S		S							S	
SAMN07236456						S		R							S	
SAMN07236457						S		S							S	
SAMN07236458						S		S							S	
SAMN07236459						S		S							S	
SAMN07236464						S		S							S	
SAMN07236465						S		S							S	
SAMN07236467						S		S							S	
SAMN07236468						S		S							S	
SAMN07236469						S		S							S	
SAMN07236470						S		S							S	
SAMN07236471						S		S							S	
SAMN07236472						S		S							S	
SAMN07236473						S		S							S	
SAMN07236475						R		R							R	
SAMN07236476						S		S							S	
SAMN07236477						S		S							S	
SAMN07236478						S		S							S	
SAMN07236480						S		S							S	
SAMN07236481						S		S							S	
SAMN07236482						S		S							S	
SAMN07236483						S		S							S	
SAMN07236484						S		S							S	
SAMN07236486						S		S							S	
SAMN07236487						S		S							S	
SAMN07236488						S		S							S	
SAMN07236489						S		S							S	
SAMN07236490						S		R							S	
SAMN07236491						S		R							S	
SAMN07236492						S		R							R	
SAMN07236493						S		R							S	
SAMN07236505						S		R							S	
SAMN07236511						R		R							R	
SAMN07236512						R		R							R	
SAMN07236513						R		R							R	
SAMN07236514						S		R							R	
SAMN07236515						R		R							R	
SAMN07236516						S		R							R	
SAMN07236517						R		R							R	
SAMN07236518						R		R							R	
SAMN07236519						R		R							R	
SAMN07236520						S		R							R	
SAMN07236521						R		R							R	
SAMN07236522						R		R							R	
SAMN07236523						S		R							R	
SAMN07236525						R		R							R	
SAMN07236526						R		R							R	
SAMN07236527								S							R	
SAMN07236530								R							R	
SAMN07236531								R							R	
SAMN07236532								R							R	
SAMN07236533						R		R							R	
SAMN07236534						R		R							R	
SAMN07236535						R		R							R	
SAMN07236536						R		R							R	
SAMN07236537						R		R							R	
SAMN07236538						R		R							R	
SAMN07236540						S		R							R	
SAMN07331214						R		R						S	R	
SAMN07331215						S		R						S	R	
SAMN07331216						S		R						R	R	
SAMN07331217						S		R						R	R	
SAMN07331220						S		R						S	R	
SAMN07331222						S		R						R	R	
SAMN07331223						R		R						R	R	
SAMN07331224						S		R						S	R	
SAMN07331225						R		R						R	R	
SAMN07331226						R		R						R	R	
SAMN07331228						S		R						S	R	
SAMN07331231						R		R						R	R	
SAMN07331232						S		R						R	R	
SAMN07331233						R		R						R	R	
SAMN07360947						R		R							R	
SAMN07360948								R							R	
SAMN07360949						R		R							R	
SAMN07360950						S		R							R	
SAMN07360951						R		R							R	
SAMN07360952						R		R							R	
SAMN07360953						R		R							R	
SAMN07658127						S		S						S	S	
SAMN07658130						S		R						S	S	
SAMN07658131						S		S						S	S	
SAMN07658133						S		R						S		
SAMN07658134						S		S						S	S	
SAMN07658135						S		S						S	R	
SAMN07658140						S		S						S	S	
SAMN07658142						S		S						S	S	
SAMN07658144						S		R						S	S	
SAMN07658147						S		S						S	S	
SAMN07658148						S		S						S	S	
SAMN07658153						S		S						S	S	
SAMN07658155						S		S						S	S	
SAMN07658156						S		S						S	S	
SAMN07658158						S		S						S	S	
SAMN07658160						S		S						S	S	
SAMN07658161						S		S						S	S	
SAMN07658168						S		S						S	S	
SAMN07658172						S		S						S	S	
SAMN07658176						S		S						S	S	
SAMN07658178						S		S						S	S	
SAMN07658183						S		S						S	S	
SAMN07658184						S		S						S	S	
SAMN07658185						S		S						S	S	
SAMN07658193						S		S						S	S	
SAMN07658195						S		S						S	S	
SAMN07658197						S		S						S	S	
SAMN07658200						S		S						S	S	
SAMN07658203						S										
SAMN07658208						S		R						S	S	
SAMN07658211						S		S						S	S	
SAMN07658218						S		S							S	
SAMN07658219						S		S						S	S	
SAMN07658223						S		S						S	S	
SAMN07658229						S		S						S	S	
SAMN07658236						S		S						S	S	
SAMN07658238						S		S						S	S	
SAMN07658243						S		S						S	S	
SAMN07658244						S		R						S	S	
SAMN07658245						S		S						S	S	
SAMN07658249						S		R						S	S	
SAMN07658250						S		S						S	S	
SAMN07658253						S		S						S	S	
SAMN07658256						S		S						S	S	
SAMN07658257						S		S						S	S	
SAMN07658260						S		R						S	S	
SAMN07658263						S		S						S	S	
SAMN07658270						S		S						S	S	
SAMN07658271						S		R						S	S	
SAMN07658278						S		R						S	S	
SAMN07658281						S		S						S	S	
SAMN07658282						S		S						S	S	
SAMN07658283						S									S	
SAMN07658284						S		S						S	S	
SAMN07658290						S		R						S	S	
SAMN07658293						S		S						S	S	
SAMN07658297						S		S						S	S	
SAMN07658300						S		S						S	S	
SAMN07658301						S		S						S	S	
SAMN07658304						S		S						S	S	
SAMN07658310						S		S						S	S	
SAMN07658313						S		S						S	S	
SAMN07658317						S		S						S	S	
SAMN07658320						S		S						S	S	
SAMN07658321						S		S						S	S	
SAMN07658322						S		S						S	S	
SAMN07658326						S		S						S	S	
SAMN07658328						S		S						S	S	
SAMN07658329						S		S						S	S	
SAMN07658340						S		S						S	S	
SAMN07658341						S		S						S	S	
SAMN07658342						S		S						S	S	
SAMN07658344						S		S						S	S	
SAMN07658347						S		S						S	S	
SAMN07658349						S		S						S	S	
SAMN07658352						S		S						S	S	
SAMN07658353						S		S						S	S	
SAMN07658355						S		S						S	S	
SAMN07658357						S		S							S	
SAMN07658363						S		S						S	S	
SAMN07658368						S		S						S	S	
SAMN07658372						S		S						S	S	
SAMN07658374						S		S						S	S	
SAMN07658376						S		S						S	S	
SAMN07658378						S		R						S	S	
SAMN07658384						S		S						S	S	
SAMN07658388						S		S						S	S	
SAMN07658389						S		S						S	S	
SAMN07658392						S		R						S	S	
SAMN07658393						S		S						S	S	
SAMN07658395						S		S						S	S	
SAMN07658396						S		S						S	S	
SAMN07658397						S		S						S	S	
SAMN07658399						S		S						S	S	
SAMN07658402						S		S						S	S	
SAMN07658404						S		S							S	
SAMN07658408						S		S							S	
SAMN07658414						S		S						S	S	
SAMN07658420						S		S						S	S	
SAMN07658422						S								S	S	
SAMN07658424						S		R						S	S	
SAMN07658437						S		S						S	S	
SAMN07658438						S		S						S	S	
SAMN07658441						S		S						S	S	
SAMN07658446								R						S	S	
SAMN07658450						S		S						S	S	
SAMN07658452						S		S						S	S	
SAMN07658453						S		S						S	S	
SAMN07658457						S		R						S	S	
SAMN07658458						S		S						S	S	
SAMN07658459						S		S						S	S	
SAMN07658461						S		S						S	S	
SAMN07658464						S		S						S	S	
SAMN07658466						S		S						S	S	
SAMN07658467						S		S						S	S	
SAMN07658471						S		S						S	S	
SAMN07658478						S		S						S	S	
SAMN07658483						S		S						S	S	
SAMN07658485						S		S						S	S	
SAMN07658486						S		S						S	S	
SAMN07658487						S		S							S	
SAMN07658489						S		S						S	S	
SAMN07658503						S		S						S	S	
SAMN07658505						S		R						S	S	
SAMN07658506						S		S						S	S	
SAMN07658507						S		S						S	S	
SAMN07658508						S		S						S	S	
SAMN07658510						S		R						S	R	
SAMN07658511						S		S						S	S	
SAMN07658512						S		S						S	S	
SAMN07658514						S		S						S	S	
SAMN07658516						S		S						S	S	
SAMN07658518						S		S						S	S	
SAMN07658519						S		S						S	S	
SAMN07658521						S		S						S	S	
SAMN07658523						S		S						S	S	
SAMN07658527						S		S						S	S	
SAMN07658530						S		S						S	S	
SAMN07658534								S						S	S	
SAMN07658538						S		S						S	S	
SAMN07658539						S		S						S	S	
SAMN07658541						S		S						S	S	
SAMN07658544						S		S						S	S	
SAMN07658546						S		S						S	S	
SAMN07658547						S		S						S	S	
SAMN07658557						S		S						S	S	
SAMN07658558						S		S						S	S	
SAMN07658562						S		S						S	S	
SAMN07658566						S		S						S	S	
SAMN07658567						S		S							S	
SAMN07658568						S		S						S	S	
SAMN07658570						S		R						S	S	
SAMN07658571						S		S						S	S	
SAMN07658573						S		S						S	S	
SAMN07658575						S									S	
SAMN07658580						S		S						S	S	
SAMN07658582						S		S						S	S	
SAMN07658585						S		S						S	S	
SAMN07658586						S		S						S	S	
SAMN07658591						S		S						S	S	
SAMN07658592						S		S						S	S	
SAMN07658595						S		R						S	S	
SAMN07658604						S		S						S	S	
SAMN07658613						S		S						S	S	
SAMN07658614						S		S						S	S	
SAMN07658616						S		S						S	S	
SAMN07658618						S		S						S	S	
SAMN07658621						S		R							R	
SAMN07658623						S		R						S	S	
SAMN07658625						S		S						S	S	
SAMN07658632						S		S						S	S	
SAMN07658635						S		S						S	S	
SAMN07658637						S		S						S	S	
SAMN07658640						S		S						S	S	
SAMN07658641						S		S						S	S	
SAMN07658645						S		S						S	S	
SAMN07658646						S		S						S	S	
SAMN07658655						S		S						S	S	
SAMN07658656						S		S						S	S	
SAMN07658658						S		S						S	S	
SAMN07658667						S		S						S	S	
SAMN07658668						S		S							S	
SAMN07658675						S		S						S	S	
SAMN07658679						S		S						S	S	
SAMN07658681						S		S						S	S	
SAMN07658682						S		S						S	S	
SAMN07658683						S		S						S	S	
SAMN07658684						S		S						S	S	
SAMN07658688						S		S						S	S	
SAMN07658690						S		S						S	S	
SAMN07658692								R						S	R	
SAMN07658695						S		S						S	S	
SAMN07658706						S		S						S	S	
SAMN07658713						S		S						R	S	
SAMN07658714						S		R						S	S	
SAMN07658715						S		S						S	S	
SAMN07658719						S		S						S	S	
SAMN07658720						S		S						S	S	
SAMN07658721						S		S						S	S	
SAMN07658723						S		S						S	S	
SAMN07658733						S		S						S	S	
SAMN07658735						S		S						S	S	
SAMN07658738						S		S						S	S	
SAMN07658744						S		R						S	S	
SAMN07658746						S		S							S	
SAMN07658753						S		S						S	S	
SAMN07658755						S		R						S	S	
SAMN07658759						S		S						S	S	
SAMN07658762						S		S						S	S	
SAMN07658764						S		S						S	S	
SAMN07658765						S		S						S	S	
SAMN07658769						S		S						S	S	
SAMN07658771						S		S						S	S	
SAMN07658775						S		S						S	S	
SAMN07658777						S		S						S	S	
SAMN07658779						S		S						S	S	
SAMN07658780						S		S						S	S	
SAMN07658781						S		S						S	S	
SAMN07658795						S		S						S	S	
SAMN07658797						S		S						S	S	
SAMN07658803						S		S						S	S	
SAMN07658804						S		S							S	
SAMN07658807						S		S						S	S	
SAMN07658809						S		S						S	S	
SAMN07658816						S		S						S	S	
SAMN07658817						S		S						S	S	
SAMN07658820						S		S						S	S	
SAMN07658821						S		S						S	S	
SAMN07658827						S		S						R	S	
SAMN07658830						S		S						S	S	
SAMN07658831						S		S						S	S	
SAMN07658836						S		S						S	S	
SAMN07658840						S		S						S	S	
SAMN07658843						S		S						S	S	
SAMN07658845						S		S						S	S	
SAMN07658846						R		R							R	
SAMN07658848						S		R						S	S	
SAMN07658849						S		S						S	S	
SAMN07658851						S		R							R	
SAMN07658856						S		S						S	S	
SAMN07658858						S		S						S	S	
SAMN07658859						S		S						S	S	
SAMN07658862						S		R						S	S	
SAMN07658863						S		S						S	S	
SAMN07658864						S		S						S	S	
SAMN07658867						S		S						S	S	
SAMN07658868						S		S						S	S	
SAMN07658872						S		S							S	
SAMN07658873						S		S						S	S	
SAMN07658875						S		S						S	S	
SAMN07658877						S		S						S	S	
SAMN07658879						S		S						S	S	
SAMN07658885						S		S						S	S	
SAMN07658886														S		
SAMN07658891						S		S						S	S	
SAMN07658892						S		S						S	S	
SAMN07658894						S		S						S	S	
SAMN07658898						S		R						S	S	
SAMN07658901						S		S						S	S	
SAMN07658905						S								S		
SAMN07658906								S						S	S	
SAMN07658912						S		S						S	S	
SAMN07658916						R		R						R		
SAMN07658922						S		S						S	S	
SAMN07658923						S		S						S	S	
SAMN07658925						S		S						S	S	
SAMN07658926						S		S						S	S	
SAMN07658927						S		S						S	S	
SAMN07658929						S		S						S	S	
SAMN07658936						S		S							S	
SAMN07658941						S		S						S	S	
